snp	daf	PSV	candidate	enrichment
1226193	0.300000	1	0	0
1226753	0.300000	1	0	0
1228754	0.466667	1	0	0
1229515	0.300000	1	0	0
1229566	0.350000	1	0	0
1229624	0.300000	1	0	0
1229782	0.233333	1	0	0
1229831	0.233333	1	0	0
1230541	0.233333	1	0	0
1230874	0.466667	1	0	0
1230948	0.533333	1	0	0
1231924	0.250000	1	0	0
1231964	0.233333	1	0	0
1232366	0.283333	1	0	0
1233191	0.291667	1	0	0
1233608	0.233333	1	1	0
1234129	0.283333	1	0	0
1234182	0.483333	1	0	0
1234221	0.233333	1	1	0
1234557	0.283333	1	0	0
1234908	0.233333	1	0	0
1235286	0.291667	1	0	0
1235729	0.275000	1	0	0
1235730	0.233333	1	0	0
1236027	0.233333	1	0	0
1236069	0.233333	1	0	0
1236105	0.266667	1	0	0
1236339	0.275000	1	0	0
1236781	0.275000	1	0	0
1237335	0.291667	1	0	0
1238163	0.316667	1	0	0
1239143	0.508333	1	0	0
1239183	0.266667	1	0	0
1239624	0.508333	1	0	0
1239951	0.316667	1	0	0
1239958	0.508333	1	0	0
1240479	0.316667	1	0	0
1241220	0.491667	1	0	0
1241514	0.508333	1	0	0
1242966	0.316667	1	0	0
1243437	0.508333	1	0	0
1243469	0.266667	1	0	0
1243555	0.316667	1	0	0
1244103	0.308333	1	0	0
1244166	0.275000	1	0	0
1244504	0.533333	1	0	0
1245635	0.308333	1	0	0
1245795	0.300000	1	0	0
1246244	0.308333	1	0	0
1246371	0.516667	1	0	0
1246404	0.208333	1	0	0
1246585	0.483333	1	0	0
1246998	0.483333	1	0	0
1247041	0.483333	1	0	0
1247831	0.516667	1	0	0
1247844	0.308333	1	0	0
1248324	0.483333	1	0	0
1248341	0.483333	1	0	0
1249292	0.308333	1	0	0
1250879	0.466667	1	0	0
1251978	0.308333	1	0	0
1252155	0.308333	1	0	0
1252319	0.641667	1	0	0
1252836	0.466667	1	0	0
1252858	0.333333	1	0	0
1253474	0.308333	1	0	0
1254255	0.641667	1	0	0
1255684	0.308333	1	0	0
1255839	0.358333	1	0	0
1255935	0.466667	1	0	0
1256537	0.333333	1	0	0
1256806	0.641667	1	0	0
1256892	0.641667	1	0	0
1256906	0.641667	1	0	0
1257850	0.308333	1	0	0
1258457	0.383333	1	0	0
1259122	0.383333	1	0	0
1259916	0.616667	1	0	0
1260530	0.383333	1	0	0
1260785	0.383333	1	0	0
1260837	0.616667	1	0	0
1262543	0.408333	1	0	0
1262574	0.558333	1	0	0
1263119	0.500000	1	0	0
1263575	0.350000	1	0	0
1264127	0.366667	1	0	0
1264756	0.366667	1	0	0
1265061	0.408333	1	0	0
1267024	0.233333	1	0	0
1267581	0.566667	1	0	0
1267666	0.566667	1	0	0
1268670	0.291667	1	0	0
1269089	0.291667	1	0	0
1269110	0.566667	1	0	0
1269259	0.408333	1	0	0
1269262	0.566667	1	0	0
1269936	0.291667	1	0	0
1270046	0.291667	1	0	0
1270512	0.566667	1	0	0
1270843	0.408333	1	0	0
1271029	0.291667	1	0	0
1271442	0.291667	1	0	0
1271517	0.291667	1	0	0
1271548	0.566667	1	0	0
1271643	0.408333	1	0	0
1272424	0.291667	1	0	0
1273984	0.591667	1	0	0
1274117	0.233333	1	0	0
1274492	0.566667	1	0	0
1274548	0.566667	1	0	0
1275683	0.566667	1	0	0
1275686	0.333333	1	0	0
1275958	0.566667	1	0	0
1276067	0.200000	1	0	0
1276361	0.200000	1	0	0
1277200	0.233333	1	0	0
1277738	0.566667	1	0	0
1277899	0.408333	1	0	0
1278144	0.291667	1	0	0
1278497	0.591667	1	0	0
1278929	0.566667	1	0	0
1280605	0.633333	1	0	0
1281225	0.308333	1	0	0
1281639	0.308333	1	0	0
1282407	0.258333	1	0	0
1282447	0.308333	1	0	0
1283190	0.891667	1	0	0
1283900	0.283333	1	0	0
1284037	0.258333	1	0	0
1284260	0.258333	1	0	0
1286853	0.316667	1	0	0
1289105	0.683333	1	0	0
1289955	0.308333	1	0	0
1290746	0.850000	1	0	0
1291345	0.850000	1	0	0
1292180	0.850000	1	0	0
1293204	0.683333	1	0	0
1293812	0.208333	1	0	0
1295800	0.683333	1	0	0
1296062	0.308333	1	0	0
1296234	0.291667	1	0	0
1296303	0.683333	1	0	0
1297628	0.291667	1	0	0
1298656	0.291667	1	0	0
1300317	0.850000	1	0	0
1301055	0.683333	1	0	0
1301648	0.850000	1	0	0
1301653	0.275000	1	0	0
1303450	0.200000	1	0	0
1303495	0.366667	1	0	0
1305208	0.291667	1	0	0
1305317	0.366667	1	0	0
1305857	0.883333	1	0	0
1308299	0.383333	1	0	0
1309311	0.591667	1	0	0
1309348	0.591667	1	0	0
1309612	0.408333	1	0	0
1310736	0.566667	1	0	0
1311955	0.400000	1	0	0
1313254	0.233333	1	0	0
1313861	0.333333	1	0	0
1313950	0.333333	1	0	0
1314127	0.300000	1	0	0
1314615	0.425000	1	0	0
1315420	0.225000	1	0	0
1315665	0.225000	1	0	0
1316062	0.425000	1	0	0
1316412	0.250000	1	0	0
1316595	0.425000	1	0	0
1316986	0.425000	1	0	0
1317171	0.225000	1	0	0
1317178	0.325000	1	0	0
1317517	0.325000	1	0	0
1317528	0.450000	1	0	0
1319751	0.250000	1	0	0
1322586	0.225000	1	0	0
1323300	0.258333	1	0	0
1325371	0.491667	1	0	0
1325488	0.458333	1	0	0
1325557	0.258333	1	0	0
1326436	0.450000	1	0	0
1326541	0.283333	1	0	0
1327447	0.508333	1	0	0
1327810	0.441667	1	0	0
1328131	0.458333	1	0	0
1328163	0.441667	1	0	0
1328844	0.533333	1	0	0
1331250	0.358333	1	0	0
1334518	0.341667	1	0	0
1336787	0.358333	1	0	0
1336831	0.941667	1	0	0
1337803	0.941667	1	0	0
1338032	0.358333	1	0	0
1338552	0.358333	1	0	0
1339304	0.941667	1	0	0
1340117	0.533333	1	0	0
1340648	0.358333	1	0	0
1342515	0.358333	1	0	0
1343003	0.941667	1	0	0
1343177	0.350000	1	0	0
1343283	0.941667	1	0	0
1345771	0.358333	1	0	0
1346380	0.941667	1	0	0
1347247	0.341667	1	0	0
1347356	0.925000	1	0	0
1347807	0.925000	1	0	0
1347998	0.233333	1	0	0
1348658	0.341667	1	0	0
1349104	0.925000	1	0	0
1349302	0.533333	1	0	0
1349758	0.925000	1	0	0
1352463	0.358333	1	0	0
1353151	0.341667	1	0	0
1353450	0.925000	1	0	0
1353461	0.925000	1	0	0
1354263	0.941667	1	0	0
1354415	0.941667	1	0	0
1355594	0.941667	1	0	0
1357362	0.283333	1	0	0
1357450	0.283333	1	0	0
1357489	0.941667	1	0	0
1357494	0.941667	1	0	0
1357862	0.941667	1	0	0
1359390	0.941667	1	0	0
1360657	0.941667	1	0	0
1360870	0.541667	1	0	0
1361654	0.541667	1	0	0
1362118	0.341667	1	0	0
1362800	0.758333	1	0	0
1363219	0.941667	1	0	0
1364562	0.341667	1	0	0
1364864	0.541667	1	0	0
1364872	0.941667	1	0	0
1365336	0.758333	1	0	0
1366255	0.758333	1	0	0
1366680	0.758333	1	0	0
1369599	0.941667	1	0	0
1372652	0.350000	1	0	0
1375266	0.758333	1	0	0
1377726	0.241667	1	0	0
1377934	0.241667	1	0	0
1383298	0.816667	1	0	0
1384319	0.616667	1	0	0
1384687	0.816667	1	0	0
1386763	0.766667	1	0	0
1388499	0.625000	1	0	0
1388813	0.766667	1	0	0
1393349	0.216667	1	0	0
1398188	0.758333	1	0	0
1400103	0.808333	1	0	0
1401754	0.550000	1	0	0
1403349	0.550000	1	0	0
1409164	0.241667	1	0	0
1410923	0.266667	1	0	0
1410955	0.625000	1	0	0
1411675	0.625000	1	0	0
1414042	0.275000	1	0	0
1414904	0.808333	1	0	0
1415435	0.808333	1	0	0
1417455	0.291667	1	0	0
1417933	0.291667	1	0	0
1418572	0.641667	1	0	0
1418979	0.550000	1	0	0
1419646	0.308333	1	0	0
1421926	0.541667	1	0	0
1422998	0.291667	1	0	0
1423169	0.658333	1	0	0
1424038	0.250000	1	0	0
1424330	0.250000	1	0	0
1426531	0.250000	1	0	0
1426921	0.250000	1	0	0
1429133	0.266667	1	0	0
1430004	0.741667	1	0	0
1430595	0.641667	1	0	0
1436159	0.200000	1	0	0
1438208	0.808333	1	0	0
1439564	0.325000	1	0	0
1443643	0.800000	1	0	0
1443699	0.800000	1	0	0
1445556	0.325000	1	0	0
1446516	0.575000	1	0	0
1447669	0.825000	1	0	0
1447803	0.758333	1	0	0
1448120	0.816667	1	0	0
1449200	0.816667	1	0	0
1450627	0.825000	1	0	0
1453394	0.825000	1	0	0
1455512	0.816667	1	0	0
1456320	0.816667	1	0	0
1456416	0.816667	1	0	0
1457516	0.841667	1	0	0
1458265	0.833333	1	0	0
1458440	0.833333	1	0	0
1459132	0.833333	1	0	0
1459841	0.841667	1	0	0
1460034	0.841667	1	0	0
1460143	0.325000	1	0	0
1460767	0.833333	1	0	0
1461542	0.816667	1	0	0
1462059	0.841667	1	0	0
1464261	0.816667	1	0	0
1464349	0.841667	1	0	0
1464519	0.841667	1	0	0
1465699	0.233333	1	0	0
1466285	0.233333	1	0	0
1467111	0.766667	1	0	0
1467160	0.741667	1	0	0
1467801	0.766667	1	0	0
1468444	0.766667	1	0	0
1470216	0.241667	1	0	0
1470575	0.233333	1	0	0
1470873	0.233333	1	0	0
1471047	0.683333	1	0	0
1471918	0.741667	1	0	0
1471935	0.233333	1	0	0
1472969	0.233333	1	0	0
1473086	0.741667	1	0	0
1473430	0.233333	1	0	0
1473480	0.233333	1	0	0
1474394	0.741667	1	0	0
1474737	0.233333	1	0	0
1475117	0.766667	1	0	0
1476144	0.233333	1	0	0
1476385	0.233333	1	0	0
1476403	0.233333	1	0	0
1476506	0.325000	1	0	0
1476510	0.741667	1	0	0
1477086	0.233333	1	0	0
1478239	0.766667	1	0	0
1478277	0.233333	1	0	0
1478281	0.741667	1	0	0
1478353	0.766667	1	0	0
1479947	0.233333	1	0	0
1480380	0.766667	1	0	0
1480804	0.766667	1	0	0
1481464	0.325000	1	0	0
1481514	0.233333	1	0	0
1481796	0.741667	1	0	0
1481963	0.233333	1	0	0
1482261	0.741667	1	0	0
1483192	0.233333	1	0	0
1483306	0.233333	1	0	0
1483468	0.741667	1	0	0
1483815	0.766667	1	0	0
1484463	0.233333	1	0	0
1485177	0.741667	1	0	0
1486393	0.741667	1	0	0
1486474	0.233333	1	0	0
1486514	0.766667	1	0	0
1486837	0.233333	1	0	0
1488372	0.766667	1	0	0
1489706	0.658333	1	0	0
1490109	0.241667	1	0	0
1492763	0.716667	1	0	0
1492924	0.716667	1	0	0
1493528	0.716667	1	0	0
1495267	0.716667	1	0	0
1499489	0.658333	1	0	0
1501303	0.658333	1	0	0
1501799	0.716667	1	0	0
1502272	0.716667	1	0	0
1506627	0.716667	1	0	0
1506818	0.258333	1	0	0
1507303	0.658333	1	0	0
1507723	0.716667	1	0	0
1510243	0.716667	1	0	0
1510420	0.283333	1	0	0
1510575	0.283333	1	0	0
1511313	0.258333	1	0	0
1511582	0.241667	1	0	0
1511872	0.325000	1	0	0
1513121	0.283333	1	0	0
1513558	0.258333	1	0	0
1513709	0.716667	1	0	0
1514367	0.258333	1	0	0
1515510	0.241667	1	0	0
1515778	0.283333	1	0	0
1516716	0.716667	1	0	0
1522596	0.516667	1	0	0
1522992	0.325000	1	0	0
1523976	0.716667	1	0	0
1526182	0.658333	1	0	0
1527184	0.283333	1	0	0
1527665	0.325000	1	0	0
1528266	0.258333	1	0	0
1529385	0.241667	1	0	0
1531971	0.716667	1	0	0
1532663	0.250000	1	0	0
1534911	0.625000	1	0	0
1534979	0.883333	1	0	0
1535770	0.391667	1	0	0
1536273	0.525000	1	0	0
1536542	0.391667	1	0	0
1536674	0.341667	1	0	0
1538454	0.391667	1	0	0
1538778	0.341667	1	0	0
1538830	0.341667	1	0	0
1538998	0.316667	1	0	0
1539153	0.850000	1	0	0
1539743	0.883333	1	0	0
1540015	0.391667	1	0	0
1542752	0.883333	1	0	0
1542819	0.466667	1	0	0
1543086	0.375000	1	0	0
1543251	0.883333	1	0	0
1543734	0.875000	1	0	0
1544049	0.875000	1	0	0
1544292	0.875000	1	0	0
1544603	0.875000	1	0	0
1544728	0.375000	1	0	0
1544750	0.875000	1	0	0
1545074	0.875000	1	0	0
1545655	0.391667	1	0	0
1545816	0.375000	1	0	0
1545968	0.391667	1	0	0
1546192	0.375000	1	0	0
1546961	0.375000	1	0	0
1547876	0.375000	1	0	0
1548066	0.875000	1	0	0
1548119	0.875000	1	0	0
1548247	0.375000	1	0	0
1549065	0.375000	1	0	0
1549680	0.375000	1	0	0
1549724	0.875000	1	0	0
1550039	0.391667	1	0	0
1550403	0.875000	1	0	0
1550541	0.391667	1	0	0
1551310	0.875000	1	0	0
1551889	0.391667	1	0	0
1552375	0.875000	1	0	0
1552729	0.875000	1	0	0
1553997	0.391667	1	0	0
1554538	0.375000	1	0	0
1555698	0.375000	1	0	0
1556836	0.375000	1	0	0
1558148	0.391667	1	0	0
1558227	0.466667	1	0	0
1559420	0.366667	1	0	0
1560185	0.466667	1	0	0
1560679	0.375000	1	0	0
1561993	0.375000	1	0	0
1564570	0.375000	1	0	0
1565832	0.466667	1	0	0
1567047	0.391667	1	0	0
1573313	0.391667	1	0	0
1573339	0.375000	1	0	0
1574002	0.391667	1	0	0
1576632	0.366667	1	0	0
1576865	0.400000	1	0	0
1577893	0.400000	1	0	0
1582013	0.491667	1	0	0
1582858	0.625000	1	0	0
1583027	0.400000	1	0	0
1583437	0.400000	1	0	0
1584351	0.400000	1	0	0
1584532	0.400000	1	0	0
1586101	0.491667	1	0	0
1586384	0.366667	1	0	0
1587228	0.400000	1	0	0
1588398	0.366667	1	0	0
1588632	0.400000	1	0	0
1589342	0.358333	1	0	0
1590401	0.366667	1	0	0
1591382	0.491667	1	0	0
1591756	0.633333	1	0	0
1592465	0.366667	1	0	0
1592519	0.366667	1	0	0
1592702	0.366667	1	0	0
1592913	0.633333	1	0	0
1593297	0.200000	1	0	0
1594038	0.333333	1	0	0
1594601	0.666667	1	0	0
1594833	0.333333	1	0	0
1594954	0.666667	1	0	0
1595271	0.308333	1	0	0
1595521	0.333333	1	0	0
1596057	0.666667	1	0	0
1596148	0.666667	1	0	0
1596306	0.333333	1	0	0
1596609	0.333333	1	0	0
1597256	0.666667	1	0	0
1598356	0.666667	1	0	0
1599960	0.666667	1	0	0
1600068	0.333333	1	0	0
1600260	0.333333	1	0	0
1600883	0.333333	1	0	0
1601624	0.383333	1	0	0
1601692	0.433333	1	0	0
1601795	0.333333	1	0	0
1601829	0.666667	1	0	0
1601953	0.383333	1	0	0
1602303	0.433333	1	0	0
1602322	0.666667	1	0	0
1602531	0.258333	1	0	0
1602709	0.341667	1	0	0
1603682	0.383333	1	0	0
1603712	0.658333	1	0	0
1604478	0.341667	1	0	0
1604912	0.283333	1	0	0
1605189	0.341667	1	0	0
1605243	0.325000	1	0	0
1605662	0.658333	1	0	0
1606148	0.341667	1	0	0
1606184	0.241667	1	0	0
1606338	0.658333	1	0	0
1606521	0.341667	1	0	0
1607982	0.241667	1	0	0
1607994	0.641667	1	0	0
1608111	0.358333	1	0	0
1608890	0.241667	1	0	0
1609643	0.283333	1	0	0
1609744	0.358333	1	0	0
1609810	0.358333	1	0	0
1609815	0.283333	1	0	0
1610310	0.641667	1	0	0
1610552	0.241667	1	0	0
1610717	0.358333	1	0	0
1610960	0.316667	1	0	0
1611219	0.358333	1	0	0
1611999	0.241667	1	0	0
1612433	0.358333	1	0	0
1612649	0.241667	1	0	0
1612683	0.241667	1	0	0
1612762	0.241667	1	0	0
1613263	0.358333	1	0	0
1613607	0.358333	1	0	0
1613918	0.358333	1	0	0
1613956	0.641667	1	0	0
1614055	0.358333	1	0	0
1614491	0.358333	1	0	0
1614562	0.641667	1	0	0
1615156	0.358333	1	0	0
1615157	0.291667	1	0	0
1615281	0.291667	1	0	0
1615420	0.641667	1	0	0
1615699	0.358333	1	0	0
1616083	0.325000	1	0	0
1616322	0.358333	1	0	0
1616773	0.358333	1	0	0
1616821	0.291667	1	0	0
1617017	0.633333	1	0	0
1617147	0.366667	1	0	0
1617215	0.366667	1	0	0
1617873	0.366667	1	0	0
1619295	0.216667	1	0	0
1619449	0.333333	1	0	0
1619720	0.291667	1	0	0
1621416	0.741667	1	0	0
1621726	0.341667	1	0	0
1623137	0.200000	1	0	0
1626397	0.941667	1	0	0
1626700	0.275000	1	0	0
1627319	0.200000	1	0	0
1627627	0.283333	1	0	0
1627645	0.941667	1	0	0
1630770	0.941667	1	0	0
1631272	0.941667	1	0	0
1633049	0.941667	1	0	0
1633461	0.941667	1	0	0
1635483	0.416667	1	0	0
1635990	0.941667	1	0	0
1639174	0.533333	1	0	0
1639375	0.941667	1	0	0
1640573	0.941667	1	0	0
1641313	0.233333	1	0	0
1642562	0.275000	1	0	0
1643146	0.941667	1	0	0
1643534	0.941667	1	0	0
1643646	0.275000	1	0	0
1643888	0.941667	1	0	0
1647467	0.275000	1	0	0
1647511	0.941667	1	0	0
1647608	0.941667	1	0	0
1649733	0.941667	1	0	0
1650197	0.808333	1	0	0
1650795	0.941667	1	0	0
1652376	0.533333	1	0	0
1652793	0.533333	1	0	0
1653052	0.941667	1	0	0
1654395	0.941667	1	0	0
1654715	0.941667	1	0	0
1656108	0.533333	1	0	0
1657255	0.941667	1	0	0
1657344	0.941667	1	0	0
1657714	0.808333	1	0	0
1657755	0.941667	1	0	0
1657882	0.275000	1	0	0
1659070	0.941667	1	0	0
1659192	0.808333	1	0	0
1659347	0.533333	1	0	0
1659758	0.941667	1	0	0
1659912	0.941667	1	0	0
1660139	0.533333	1	0	0
1661631	0.941667	1	0	0
1662537	0.941667	1	0	0
1662593	0.941667	1	0	0
1663396	0.941667	1	0	0
1664987	0.941667	1	0	0
1665364	0.941667	1	0	0
1665898	0.941667	1	0	0
1666387	0.941667	1	0	0
1667585	0.941667	1	0	0
1668608	0.225000	1	0	0
1669441	0.275000	1	0	0
1669766	0.941667	1	0	0
1669860	0.941667	1	0	0
1670110	0.533333	1	0	0
1671912	0.941667	1	0	0
1673543	0.533333	1	0	0
1674308	0.941667	1	0	0
1674331	0.941667	1	0	0
1675797	0.225000	1	0	0
1677246	0.941667	1	0	0
1677623	0.941667	1	0	0
1678417	0.533333	1	0	0
1678452	0.941667	1	0	0
1679061	0.933333	1	0	0
1679633	0.200000	1	0	0
1680260	0.291667	1	0	0
1680529	0.258333	1	0	0
1680556	0.333333	1	0	0
1681588	0.258333	1	0	0
1681871	0.450000	1	0	0
1682338	0.550000	1	0	0
1682723	0.291667	1	0	0
1682819	0.550000	1	0	0
1682940	0.475000	1	0	0
1682945	0.550000	1	0	0
1683440	0.291667	1	0	0
1684788	0.450000	1	0	0
1685593	0.450000	1	0	0
1685945	0.450000	1	0	0
1686018	0.550000	1	0	0
1686500	0.550000	1	0	0
1687398	0.550000	1	0	0
1687957	0.550000	1	0	0
1689776	0.550000	1	0	0
1690167	0.216667	1	0	0
1691934	0.450000	1	0	0
1692080	0.475000	1	0	0
1692251	0.550000	1	0	0
1692888	0.550000	1	0	0
1693049	0.550000	1	0	0
1695203	0.550000	1	0	0
1695425	0.450000	1	0	0
1696059	0.450000	1	0	0
1696117	0.550000	1	0	0
1696183	0.550000	1	0	0
1696429	0.450000	1	0	0
1696588	0.450000	1	0	0
1697075	0.450000	1	0	0
1697510	0.450000	1	0	0
1697643	0.475000	1	0	0
1697707	0.291667	1	0	0
1697865	0.450000	1	0	0
1698453	0.575000	1	0	0
1698478	0.558333	1	0	0
1699168	0.575000	1	0	0
1699300	0.283333	1	0	0
1699413	0.566667	1	0	0
1699446	0.425000	1	0	0
1699579	0.575000	1	0	0
1699889	0.575000	1	0	0
1699948	0.258333	1	0	0
1700173	0.425000	1	0	0
1700178	0.575000	1	0	0
1700902	0.425000	1	0	0
1701525	0.408333	1	0	0
1702730	0.575000	1	0	0
1702830	0.425000	1	0	0
1703507	0.425000	1	0	0
1703657	0.575000	1	0	0
1704037	0.425000	1	0	0
1704662	0.575000	1	0	0
1704884	0.425000	1	0	0
1705301	0.575000	1	0	0
1706656	0.566667	1	0	0
1706863	0.408333	1	0	0
1707839	0.575000	1	0	0
1708064	0.575000	1	0	0
1708177	0.566667	1	0	0
1708420	0.425000	1	0	0
1708492	0.566667	1	0	0
1708632	0.425000	1	0	0
1709626	0.425000	1	0	0
1710299	0.575000	1	0	0
1710561	0.425000	1	0	0
1710591	0.575000	1	0	0
1710849	0.575000	1	0	0
1711940	0.425000	1	0	0
1711971	0.283333	1	0	0
1712226	0.425000	1	0	0
1712700	0.425000	1	0	0
1713044	0.425000	1	0	0
1713202	0.216667	1	0	0
1714372	0.425000	1	0	0
1714526	0.408333	1	0	0
1714593	0.425000	1	0	0
1715044	0.425000	1	0	0
1716141	0.425000	1	0	0
1716367	0.575000	1	0	0
1717686	0.425000	1	0	0
1719476	0.425000	1	0	0
1719480	0.575000	1	0	0
1719603	0.283333	1	0	0
1722528	0.641667	1	0	0
1723436	0.641667	1	0	0
1723713	0.641667	1	0	0
1723986	0.358333	1	0	0
1724837	0.641667	1	0	0
1724889	0.358333	1	0	0
1725861	0.408333	1	0	0
1726145	0.641667	1	0	0
1726730	0.641667	1	0	0
1726731	0.641667	1	0	0
1726975	0.358333	1	0	0
1727068	0.283333	1	0	0
1727126	0.358333	1	0	0
1727402	0.358333	1	0	0
1727964	0.358333	1	0	0
1729210	0.641667	1	0	0
1729489	0.258333	1	0	0
1730137	0.258333	1	0	0
1730208	0.641667	1	0	0
1730690	0.358333	1	0	0
1730862	0.358333	1	0	0
1730897	0.358333	1	0	0
1731080	0.641667	1	0	0
1731470	0.466667	1	0	0
1731765	0.358333	1	0	0
1732000	0.358333	1	0	0
1732296	0.641667	1	0	0
1732508	0.641667	1	0	0
1732852	0.466667	1	0	0
1732914	0.641667	1	0	0
1732930	0.358333	1	0	0
1732937	0.358333	1	0	0
1733669	0.641667	1	0	0
1733769	0.358333	1	0	0
1734542	0.358333	1	0	0
1734619	0.466667	1	0	0
1735707	0.358333	1	0	0
1736028	0.641667	1	0	0
1736382	0.641667	1	0	0
1736831	0.358333	1	0	0
1737020	0.358333	1	0	0
1738052	0.358333	1	0	0
1738102	0.641667	1	0	0
1739656	0.358333	1	0	0
1740062	0.358333	1	0	0
1741077	0.258333	1	0	0
1741333	0.641667	1	0	0
1741471	0.641667	1	0	0
1742229	0.641667	1	0	0
1742356	0.641667	1	0	0
1742373	0.641667	1	0	0
1742520	0.641667	1	0	0
1742888	0.466667	1	0	0
1742954	0.358333	1	0	0
1743543	0.358333	1	0	0
1743595	0.641667	1	0	0
1744779	0.258333	1	0	0
1745641	0.641667	1	0	0
1745807	0.641667	1	0	0
1746936	0.358333	1	0	0
1747402	0.358333	1	0	0
1747424	0.641667	1	0	0
1747904	0.358333	1	0	0
1749062	0.358333	1	0	0
1749519	0.358333	1	0	0
1750609	0.641667	1	0	0
1750764	0.358333	1	0	0
1750853	0.641667	1	0	0
1751021	0.358333	1	0	0
1751303	0.641667	1	0	0
1751311	0.358333	1	0	0
1751884	0.358333	1	0	0
1751923	0.641667	1	0	0
1753362	0.641667	1	0	0
1753454	0.358333	1	0	0
1753479	0.641667	1	0	0
1754356	0.358333	1	0	0
1754783	0.358333	1	0	0
1755177	0.358333	1	0	0
1755199	0.358333	1	0	0
1756496	0.641667	1	0	0
1756715	0.358333	1	0	0
1756789	0.358333	1	0	0
1756935	0.641667	1	0	0
1757162	0.358333	1	0	0
1757319	0.641667	1	0	0
1757325	0.283333	1	0	0
1757537	0.641667	1	0	0
1757757	0.358333	1	0	0
1757781	0.358333	1	0	0
1757948	0.358333	1	0	0
1760353	0.358333	1	0	0
1760357	0.358333	1	0	0
1760972	0.366667	1	0	0
1761351	0.633333	1	0	0
1762011	0.366667	1	0	0
1762237	0.633333	1	0	0
1762609	0.366667	1	0	0
1765078	0.283333	1	0	0
1765717	0.633333	1	0	0
1766307	0.366667	1	0	0
1767492	0.633333	1	0	0
1768590	0.258333	1	0	0
1769283	0.366667	1	0	0
1769882	0.633333	1	0	0
1770002	0.283333	1	0	0
1770079	0.283333	1	0	0
1770672	0.366667	1	0	0
1770811	0.633333	1	0	0
1771094	0.366667	1	0	0
1772104	0.258333	1	0	0
1772261	0.366667	1	0	0
1772563	0.633333	1	0	0
1772797	0.633333	1	0	0
1772816	0.366667	1	0	0
1773071	0.366667	1	0	0
1773074	0.633333	1	0	0
1773101	0.633333	1	0	0
1774921	0.616667	1	0	0
1776796	0.616667	1	0	0
1776818	0.383333	1	0	0
1778305	0.225000	1	0	0
1779430	0.383333	1	0	0
1780109	0.283333	1	0	0
1780296	0.333333	1	0	0
1780441	0.616667	1	0	0
1781375	0.383333	1	0	0
1782370	0.216667	1	0	0
1783766	0.333333	1	0	0
1786938	0.283333	1	0	0
1786961	0.283333	1	0	0
1787128	0.650000	1	0	0
1787193	0.333333	1	0	0
1789932	0.316667	1	0	0
1790363	0.600000	1	0	0
1790449	0.400000	1	0	0
1790848	0.450000	1	0	0
1790899	0.400000	1	0	0
1790998	0.400000	1	0	0
1791034	0.600000	1	0	0
1791296	0.600000	1	0	0
1792562	0.291667	1	0	0
1793477	0.291667	1	0	0
1793588	0.250000	1	0	0
1793624	0.291667	1	0	0
1794075	0.291667	1	0	0
1794202	0.208333	1	0	0
1795815	0.708333	1	0	0
1796993	0.208333	1	0	0
1797405	0.858333	1	0	0
1797419	0.283333	1	0	0
1800867	0.441667	1	0	0
1801765	0.516667	1	0	0
1801838	0.458333	1	0	0
1802130	0.500000	1	0	0
1802800	0.233333	1	0	0
1803489	0.450000	1	0	0
1804232	0.233333	1	0	0
1806303	0.475000	1	0	0
1806505	0.900000	1	0	0
1811536	0.791667	1	0	0
1812728	0.516667	1	0	0
1814104	0.216667	1	0	0
1814517	0.675000	1	0	0
1815809	0.608333	1	0	0
1817238	0.241667	1	0	0
1817808	0.608333	1	0	0
1820643	0.391667	1	0	0
1821273	0.533333	1	0	0
1821343	0.450000	1	0	0
1822026	0.450000	1	0	0
1822229	0.433333	1	0	0
1822713	0.391667	1	0	0
1824015	0.541667	1	0	0
1824549	0.391667	1	0	0
1824851	0.575000	1	0	0
1826249	0.466667	1	0	0
1826618	0.416667	1	0	0
1827040	0.466667	1	0	0
1828201	0.425000	1	0	0
1828497	0.425000	1	0	0
1828729	0.466667	1	0	0
1829769	0.575000	1	0	0
1830302	0.466667	1	0	0
1831973	0.425000	1	0	0
1832006	0.475000	1	0	0
1832220	0.425000	1	0	0
1833748	0.425000	1	0	0
1834353	0.216667	1	0	0
1834525	0.475000	1	0	0
1834749	0.383333	1	0	0
1834808	0.391667	1	0	0
1836926	0.391667	1	0	0
1837184	0.391667	1	0	0
1837699	0.500000	1	0	0
1838809	0.525000	1	0	0
1839175	0.341667	1	0	0
1840293	0.533333	1	0	0
1841197	0.291667	1	0	0
1841887	0.516667	1	0	0
1842007	0.691667	1	0	0
1843767	0.450000	1	0	0
1843796	0.358333	1	0	0
1843914	0.641667	1	0	0
1845327	0.350000	1	0	0
1845565	0.350000	1	0	0
1845833	0.641667	1	0	0
1847649	0.200000	1	0	0
1848707	0.266667	1	0	0
1848926	0.800000	1	0	0
1849226	0.200000	1	0	0
1849822	0.200000	1	0	0
1850065	0.200000	1	0	0
1850204	0.508333	1	0	0
1850210	0.500000	1	0	0
1850550	0.200000	1	0	0
1852447	0.500000	1	0	0
1852492	0.291667	1	0	0
1852874	0.200000	1	0	0
1853412	0.250000	1	0	0
1854047	0.750000	1	0	0
1854143	0.250000	1	0	0
1854389	0.850000	1	0	0
1856237	0.450000	1	0	0
1856610	0.400000	1	0	0
1856798	0.458333	1	0	0
1857878	0.383333	1	0	0
